Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
267040,Awu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2004 CE,3.689,125.447,1318,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268001,Tarakan,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,1.832,127.825,317,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
268010,Dukono,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Complex,Eruption Observed,2024 CE,1.6992,127.8783,1273,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268020,Tobaru,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,1.63,127.67,1035,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268030,Ibu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,1.488,127.63,1325,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268040,Gamkonora,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2007 CE,1.38,127.53,1635,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268050,Todoko-Ranu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Caldera(s),Evidence Credible,Unknown,1.2389,127.4556,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268051,Jailolo,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,1.08,127.439,993,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268052,Hiri,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.9,127.32,630,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
268060,Gamalama,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2018 CE,0.81,127.3322,1714,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268061,Kie Matubu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1210 CE,0.6623,127.4029,1713,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268062,Mare,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.57,127.4,308,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268063,Moti,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.454,127.411,927,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268070,Kie Besi,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1988 CE,0.32,127.4,1357,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268071,Tigalalu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,0.07,127.42,422,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268072,Amasing,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-0.5249,127.4956,1006,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
268073,Bibinoi,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-0.761,127.725,932,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
271010,Balut,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,5.398,125.376,840,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271011,Melebingoy,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1641 CE,6.113,124.892,1824,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271020,Matutum,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1290 CE,6.3604,125.0765,2262,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271030,Apo,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,6.989,125.269,2938,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271031,Leonard Range,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Cluster,Stratovolcano,Eruption Dated,80 CE,7.382,126.047,1080,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271040,Makaturing,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1882 CE,7.644,124.317,1818,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
271060,Ragang,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1916 CE,7.691,124.507,2790,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
271061,Kalatungan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,7.95,124.8,2824,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
271070,Musuan,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Minor (Silicic),Lava dome,Evidence Uncertain,Unknown,7.8765,125.0697,610,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
271071,Malindang,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,8.22,123.63,2404,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
271080,Camiguin,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1953 CE,9.203,124.673,1552,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
272020,Kanlaon,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,10.4096,123.13,2422,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
272050,Cabalían,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1820 CE,10.285,125.218,912,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
272080,Biliran,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,Eruption Observed,1939 CE,11.523,124.535,1301,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273010,Bulusan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2022 CE,12.769,124.056,1535,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273020,Pocdol Mountains,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,Unrest / Holocene,Unknown,13.05,123.958,1102,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273030,Mayon,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,13.257,123.685,2462,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273031,Masaraga,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.3099,123.5978,1294,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273041,Iriga,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.458,123.451,1138,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273042,Isarog,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,3500 BCE,13.658,123.38,1966,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273044,Malindig,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.24,122.018,1157,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273050,Banahaw,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,14.07,121.48,2158,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273060,San Pablo Volcanic Field,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Cluster,Volcanic field,Eruption Dated,1350 CE,14.12,121.3,1090,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
273070,Taal,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,14.0106,120.9975,311,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273080,Laguna Caldera,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Unrest / Holocene,Unknown,14.42,121.27,743,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273083,Pinatubo,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021 CE,15.13,120.35,1486,Subduction zone / Continental crust (>25 km),Dacite
273087,Patoc,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,17.147,120.98,1865,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
273088,Ambalatungan Group,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,Unrest / Holocene,Unknown,17.32,121.1,2329,Subduction zone / Continental crust (>25 km),Dacite
273090,Cagua,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1860 CE,18.222,122.123,1133,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
274010,Camiguin de Babuyanes,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1857 CE,18.83,121.86,712,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
274020,Didicas,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Compound,Eruption Observed,1978 CE,19.077,122.202,228,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
274030,Babuyan Claro,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1924 CE,19.524,121.95,1064,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
274060,Iraya,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1454 CE,20.469,122.01,1009,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite
275001,Hainan Volcanic Field,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1933 CE,19.905,110.229,196,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
275020,Ly Son Group,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,15.38,109.12,157,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
275060,"Cendres, Ile des",Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1923 CE,10.158,109.014,-20,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
275080,Popa,Burma (Myanmar),Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Composite,Stratovolcano,Eruption Dated,6050 BCE,20.92,95.25,1518,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
275110,Tengchong,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,5750 BCE,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
281031,Kueishantao,Taiwan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1853 CE,24.841,121.953,361,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
281032,Tatun Volcanic Group,Taiwan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Cluster,Lava dome(s),Eruption Dated,648 CE,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282010,Submarine Volcano NNE of Iriomotejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1924 CE,24.57,123.93,-200,Subduction zone / Oceanic crust (< 15 km),Rhyolite
282020,Io-Torishima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Complex,Eruption Observed,1968 CE,27.881,128.223,212,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282021,Yokoatejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1835 CE,28.797,128.997,495,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282022,Akusekijima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,29.465,129.594,555,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282030,Suwanosejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282040,Nakanoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1914 CE,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282043,Kuchinoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1190 CE,29.968,129.926,628,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282050,Kuchinoerabujima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2020 CE,30.443,130.217,657,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
282060,Kikai,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera,Eruption Observed,2020 CE,30.793,130.305,704,Subduction zone / Oceanic crust (< 15 km),Rhyolite
282070,Ata,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera(s),Eruption Observed,885 CE,31.22,130.57,924,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282080,Aira,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,31.5772,130.6589,1117,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282081,Yonemaru-Sumiyoshiike,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Minor (Basaltic),Maar(s),Eruption Dated,6200 BCE,31.771,130.592,40,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
282090,Kirishimayama,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Shield,Shield,Eruption Observed,2018 CE,31.934,130.862,1700,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282091,Fukue,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Cluster,Volcanic field,Eruption Dated,400 BCE,32.657,128.849,315,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
282100,Unzendake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Complex,Eruption Observed,1996 CE,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282110,Asosan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Caldera,Caldera,Eruption Observed,2021 CE,32.8849,131.085,1592,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282120,Kujusan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1996 CE,33.086,131.249,1791,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
282130,Yufu-Tsurumi,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Lava dome(s),Eruption Observed,867 CE,33.282,131.39,1584,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283001,Abu,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6850 BCE,34.4833,131.5167,641,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283002,Sanbesan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Eruption Dated,650 CE,35.141,132.622,1126,Subduction zone / Continental crust (>25 km),Dacite
283010,Izu-Tobu,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Observed,1989 CE,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
283020,Hakoneyama,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Complex,Eruption Dated,2015 CE,35.233,139.021,1438,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283030,Fujisan,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1708 CE,35.361,138.728,3776,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
283031,Yokodake,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1200 CE,36.087,138.32,2480,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283040,Ontakesan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Complex,Eruption Observed,2014 CE,35.893,137.48,3067,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283050,Hakusan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1659 CE,36.155,136.771,2702,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283060,Norikuradake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,50 BCE,36.106,137.554,3026,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283069,Akandanayama,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,36.2,137.573,2109,,
283070,Yakedake,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1995 CE,36.227,137.587,2455,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283071,Washiba-Kumonotaira,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Shield,Shield(s),Evidence Credible,Unknown,36.408,137.594,2924,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
283080,Midagahara,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1839 CE,36.571,137.59,2621,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
